1399995695143000000	0.0	-3.091819	6.347082	7.4230895	
1399995695342859000	0.199859	-2.669588	5.9248514	5.243834	
1399995695362848000	0.219848	-2.7513103	5.6660647	6.619489	
1399995695372980000	0.22998	-3.214402	5.434519	8.689782	
1399995695394220000	0.25122	-2.5197644	4.903325	7.6546354	
1399995695402887000	0.259887	-1.8387469	4.862464	6.3879433	
1399995695422968000	0.279968	-1.1849703	4.780742	5.1621118	
1399995695444056000	0.301056	-1.253072	5.434519	3.3233647	
1399995695452906000	0.309906	-0.7627395	5.1621118	5.09401	
1399995695472895000	0.329895	-0.25878662	3.4731886	6.537767	
1399995695482874000	0.339874	-0.53119355	3.8681788	8.580819	
1399995695502985000	0.359985	-0.61291564	4.780742	9.643207	
1399995695512873000	0.369873	-1.1441092	4.903325	8.730643	
1399995695532831000	0.389831	-0.95342433	5.1621118	7.4639506	
1399995695542872000	0.399872	0.44947147	4.971427	4.903325	
1399995695564539000	0.421539	0.21792556	3.7864566	8.185829	
1399995695572870000	0.42987	-0.4903325	3.2825038	11.672638	
1399995695593622000	0.450622	-1.1441092	4.508335	11.904184	
1399995695602900000	0.4599	-1.7570249	4.5491962	11.413852	
1399995695622980000	0.47998	-2.9419951	5.202973	10.637491	
1399995695643030000	0.50003	-2.1383946	4.399372	10.065437	
1399995695652918000	0.509918	-2.1383946	3.8273177	11.604536	
1399995695673029000	0.530029	-2.7513103	3.9362805	10.8281765	
1399995695682856000	0.539856	-1.1849703	3.5957718	8.880466	
1399995695702936000	0.559936	-0.38136974	3.7047346	8.539958	
1399995695712824000	0.569824	-0.44947147	4.3176503	8.689782	
1399995695733210000	0.59021	-0.6401563	3.173541	8.308413	
1399995695742853000	0.599853	-1.0623871	2.7513103	8.962189	
1399995695762873000	0.619873	-1.7161638	2.4789033	9.534244	
1399995695772852000	0.629852	-2.3290794	4.1269655	7.000859	
1399995695792841000	0.649841	-2.982856	4.971427	6.3879433	
1399995695804468000	0.661468	-0.7627395	5.053149	10.991621	
1399995695822870000	0.67987	0.8036005	6.006573	8.839605	
1399995695842890000	0.69989	2.4516625	6.006573	5.243834	
1399995695853663000	0.710663	2.1792557	5.1621118	7.1915436	
1399995695872828000	0.729828	1.607201	3.8273177	10.991621	
1399995695882929000	0.739929	0.87170225	3.7047346	12.367276	
1399995695905726000	0.762726	1.1441092	3.8273177	13.865514	
1399995695913050000	0.77005	0.8036005	1.8659877	13.74293	
1399995695932856000	0.789856	-0.4903325	-0.40861043	12.93933	
1399995695942865000	0.799865	-1.4165162	-1.4437568	13.279839	
1399995695963404000	0.820404	-1.4165162	-1.1849703	14.2877445	
1399995695982905000	0.839905	-2.7104492	-0.38136974	15.894946	
1399995695992823000	0.849823	-2.8330324	-0.38136974	14.587393	
1399995696012873000	0.869873	-2.6423476	-0.4903325	13.211738	
1399995696022852000	0.879852	-3.13268	-0.29964766	13.130015	
1399995696043085000	0.900085	-4.2495484	-0.027240695	13.211738	
1399995696053003000	0.910003	-3.8681788	0.027240695	12.4489975	
1399995696072931000	0.929931	-3.8273177	-0.38136974	11.413852	
1399995696082880000	0.93988	-4.3585114	-0.95342433	11.182305	
1399995696105280000	0.96228	-4.903325	-0.19068487	11.141444	
1399995696112848000	0.969848	-4.671779	-0.06810174	10.446807	
1399995696132898000	0.989898	-4.780742	-0.53119355	9.874752	
1399995696143305000	1.000305	-5.1621118	-0.5720546	9.112013	
1399995696162867000	1.019867	-4.3176503	0.38136974	9.724928	
1399995696182856000	1.039856	-5.243834	0.027240695	7.995144	
1399995696192896000	1.049896	-4.862464	0.7627395	7.8861814	
1399995696213343000	1.070343	-4.5491962	0.7627395	7.804459	
1399995696222864000	1.079864	-5.1621118	1.0623871	8.60806	
1399995696245997000	1.102997	-5.5162406	1.484618	8.3765135	
1399995696253138000	1.110138	-4.930566	1.6753027	7.6954966	
1399995696275324000	1.132324	-4.4810944	1.56634	6.891896	
1399995696286493000	1.143493	-4.5491962	1.8387469	6.701211	
1399995696302881000	1.159881	-4.5900574	1.7570249	6.0474343	
1399995696313563000	1.170563	-4.630918	1.7978859	6.1291566	
1399995696334650000	1.19165	-5.6252036	2.2473574	7.082581	
1399995696345179000	1.202179	-5.6252036	2.7104492	7.5456724	
1399995696363123000	1.220123	-6.3879433	3.173541	8.880466	
1399995696377680000	1.23468	-5.8567495	5.053149	8.648921	
1399995696392908000	1.249908	-5.012288	5.5843425	7.2324047	
1399995696412928000	1.269928	-5.706926	5.7750273	6.347082	
1399995696422876000	1.279876	-6.1291566	6.428804	6.197258	
1399995696442896000	1.299896	-5.284695	6.510526	5.434519	
1399995696455103000	1.312103	-5.5434813	5.09401	5.7341666	
1399995696472864000	1.329864	-6.66035	4.903325	4.862464	
1399995696483088000	1.340088	-5.706926	5.053149	4.2086873	
1399995696502863000	1.359863	-5.7750273	4.5900574	3.13268	
1399995696522883000	1.379883	-5.965712	3.3642259	3.0237172	
1399995696532862000	1.389862	-6.347082	3.13268	2.3290794	
1399995696553095000	1.410095	-5.5843425	3.4731886	1.7570249	
1399995696562922000	1.419922	-5.8976107	3.13268	2.901134	
1399995696586481000	1.443481	-6.469665	2.7921712	2.669588	
1399995696592859000	1.449859	-6.238119	2.901134	2.6014864	
1399995696612909000	1.469909	-6.619489	2.4789033	2.8330324	
1399995696622858000	1.479858	-7.273266	2.4789033	3.5140498	
1399995696643000000	1.5	-7.4230895	2.7104492	3.9362805	
1399995696652826000	1.509826	-7.000859	2.8602731	3.3233647	
1399995696672876000	1.529876	-6.238119	3.445948	3.0237172	
1399995696693750000	1.55075	-6.66035	3.5957718	3.7047346	
1399995696703180000	1.56018	-7.7363577	3.173541	3.9771416	
1399995696723200000	1.5802	-8.117727	3.255263	4.4810944	
1399995696733240000	1.59024	-7.763598	4.3585114	4.2086873	
1399995696754328000	1.611328	-7.082581	4.630918	3.0237172	
1399995696763483000	1.620483	-6.619489	4.508335	1.8387469	
1399995696787531000	1.644531	-6.769313	4.4810944	2.2473574	
1399995696793451000	1.650451	-7.995144	3.6774938	3.6774938	
1399995696812861000	1.669861	-9.643207	1.8659877	4.2904096	
1399995696822870000	1.67987	-10.637491	0.3405087	3.3642259	
1399995696842859000	1.699859	-10.065437	-0.06810174	1.7570249	
1399995696853571000	1.710571	-9.452521	-0.19068487	0.38136974	
1399995696872858000	1.729858	-9.724928	-0.6810174	-0.027240695	
1399995696892908000	1.749908	-9.765789	-0.61291564	0.25878662	
1399995696902918000	1.759918	-10.024576	-1.9068487	0.4903325	
1399995696922846000	1.779846	-10.909899	-3.5140498	0.4903325	
1399995696932886000	1.789886	-11.522814	-2.8602731	0.5720546	
1399995696952845000	1.809845	-10.528529	-1.607201	0.06810174	
1399995696962854000	1.819854	-9.80665	-0.9125633	-0.6401563	
1399995696982844000	1.839844	-9.643207	-0.9125633	-1.7570249	
1399995696993219000	1.850219	-9.80665	-0.4903325	-1.4437568	
1399995697012781000	1.869781	-10.419566	-2.901134	1.1032481	
