Start:BMA250 3-axis Accelerometer Type:accelerometer Delay:0
Unixtime (in nanosecond), Second, values[]
1399995273502000000,0.0,-0.25878662,7.572913,7.572913,
1399995273701859000,0.199859,0.53119355,6.932757,7.3141265,
1399995273711808000,0.209808,0.6401563,6.66035,7.4230895,
1399995273725632000,0.223632,0.8308412,6.578628,7.3141265,
1399995273741959000,0.239959,0.9942854,6.537767,7.04172,
1399995273754533000,0.252533,0.9125633,6.510526,6.701211,
1399995273772019000,0.270019,0.6401563,6.742072,6.537767,
1399995273781907000,0.279907,0.61291564,6.851035,6.66035,
1399995273805192000,0.303192,0.61291564,6.810174,7.082581,
1399995273811936000,0.309936,0.44947147,6.701211,7.763598,
1399995273831864000,0.329864,0.44947147,6.3879433,7.7363577,
1399995273852006000,0.350006,0.61291564,6.1563973,7.04172,
1399995273862138000,0.360138,0.8308412,6.469665,7.2324047,
1399995273881943000,0.379943,0.8036005,6.619489,7.3822284,
1399995273892106000,0.390106,0.6810174,6.578628,7.2324047,
1399995273911851000,0.409851,0.7218784,6.469665,7.273266,
1399995273921830000,0.41983,0.7627395,6.469665,7.4230895,
1399995273941819000,0.439819,0.7218784,6.238119,7.273266,
1399995273951951000,0.449951,0.8036005,6.3879433,6.810174,
1399995273971879000,0.469879,0.5720546,7.000859,7.000859,
1399995273981919000,0.479919,0.3405087,7.1506824,7.082581,
1399995274002122000,0.500122,0.5720546,6.851035,6.0882955,
1399995274022019000,0.520019,0.6810174,6.619489,5.8567495,
1399995274031968000,0.529968,0.40861043,6.0474343,6.006573,
1399995274052018000,0.550018,0.19068487,5.8567495,6.1291566,
1399995274061845000,0.559845,0.4903325,6.769313,6.578628,
1399995274082230000,0.58023,0.61291564,6.537767,5.7341666,
1399995274091813000,0.589813,0.3405087,6.2789803,6.810174,
1399995274111802000,0.609802,0.21792556,5.9248514,7.763598,
1399995274121842000,0.619842,0.53119355,5.5434813,8.22669,
1399995274141801000,0.639801,0.10896278,5.6252036,8.921328,
1399995274152848000,0.650848,-0.61291564,6.0882955,8.921328,
1399995274171860000,0.66986,-0.61291564,6.578628,7.804459,
1399995274191849000,0.689849,0.027240695,6.510526,7.572913,
1399995274202592000,0.700592,0.53119355,5.706926,8.689782,
1399995274221848000,0.719848,0.25878662,5.284695,9.534244,
1399995274232041000,0.730041,-0.44947147,5.09401,9.534244,
1399995274251908000,0.749908,-0.6810174,5.3527966,8.689782,
1399995274261796000,0.759796,-0.44947147,6.1563973,7.7363577,
1399995274281876000,0.779876,-0.25878662,5.8158884,7.6954966,
1399995274291795000,0.789795,-0.14982383,5.3527966,8.076866,
1399995274311814000,0.809814,0.06810174,5.434519,8.417375,
1399995274321854000,0.819854,0.40861043,5.09401,8.349273,
1399995274341813000,0.839813,0.29964766,4.739881,8.036005,
1399995274352128000,0.850128,-0.14982383,4.971427,7.9679036,
1399995274371873000,0.869873,-0.7218784,5.284695,8.308413,
1399995274391831000,0.889831,-0.95342433,4.903325,8.580819,
1399995274401871000,0.899871,-0.53119355,4.739881,7.84532,
1399995274421830000,0.91983,-0.14982383,4.671779,7.572913,
1399995274431840000,0.92984,-0.06810174,4.1269655,8.158588,
1399995274451859000,0.949859,-0.21792556,4.2086873,8.036005,
1399995274461838000,0.959838,-0.4903325,4.2495484,7.9270425,
1399995274481827000,0.979827,-0.7627395,4.1269655,8.499097,
1399995274491837000,0.989837,-0.8308412,4.167826,8.730643,
1399995274511765000,1.009765,-0.8036005,4.508335,9.071152,
1399995274521836000,1.019836,-0.8308412,4.167826,9.193735,
1399995274541764000,1.039764,-0.44947147,4.5900574,8.349273,
1399995274552293000,1.050293,-0.7627395,4.69902,9.384419,
1399995274571885000,1.069885,-1.0623871,4.4810944,10.337844,
1399995274591904000,1.089904,-1.3756552,4.630918,9.724928,
1399995274601975000,1.099975,-1.56634,4.167826,10.337844,
1399995274621934000,1.119934,-1.334794,3.5140498,10.106298,
1399995274631943000,1.129943,-1.0623871,3.7455957,9.112013,
1399995274651932000,1.149932,-1.484618,5.8976107,9.030291,
1399995274661973000,1.159973,-2.2201166,5.012288,9.534244,
1399995274681901000,1.179901,-2.3290794,4.440233,10.296983,
1399995274691972000,1.189972,-1.9477097,4.167826,9.956474,
1399995274711900000,1.2099,-1.8387469,3.5140498,10.487668,
1399995274731858000,1.229858,-1.6753027,3.636633,9.384419,
1399995274744859000,1.242859,-1.293933,3.8954194,8.880466,
1399995274761979000,1.259979,-1.1032481,3.8681788,8.539958,
1399995274772050000,1.27005,-0.87170225,3.8273177,8.499097,
1399995274792710000,1.29071,-0.4903325,3.5549107,8.689782,
1399995274802842000,1.300842,-0.3405087,3.445948,8.798744,
1399995274822343000,1.320343,-0.25878662,3.214402,8.730643,
1399995274831834000,1.329834,0.027240695,3.3642259,8.730643,
1399995274851823000,1.349823,0.06810174,3.3642259,8.921328,
1399995274861802000,1.359802,0.027240695,3.7047346,8.880466,
1399995274881730000,1.37973,0.40861043,3.405087,9.534244,
1399995274891801000,1.389801,0.8308412,3.214402,9.915613,
1399995274911759000,1.409759,0.7627395,3.445948,9.956474,
1399995274931870000,1.42987,0.3405087,4.167826,9.534244,
1399995274941819000,1.439819,0.5720546,4.508335,8.839605,
1399995274961747000,1.459747,1.2258313,4.1269655,8.60806,
1399995274971818000,1.469818,1.1441092,4.2904096,8.798744,
1399995274991746000,1.489746,0.95342433,4.3585114,8.962189,
1399995275003007000,1.501007,0.7627395,4.399372,8.839605,
1399995275021897000,1.519897,0.40861043,4.5491962,8.689782,
